dictionary,page_id,record_index,line_index,marker,status,start,end,primary_language,language_distribution,source_ranges,normalized_value,value
Greek-English,page_38,22,116,se,exact,1815,1827,Greek,Greek:11,1815:1827,ἄδωρον δῶρον,ἄδωρον δῶρον
Greek-English,page_38,22,117,ge,compact,1829,1893,English,English:52,1829:1893,a present not worth accepting or ruinous; a perfidious present,"a present not worth accepting or ruinous, a perfidious present"
Greek-English,page_38,23,118,lx,exact,1895,1899,Greek,Greek:4,1895:1899,᾿αεὶ,᾿Αεὶ
Greek-English,page_38,23,119,ps,exact,313,316,English,English:3,313:316,adv,adv
Greek-English,page_38,23,120,ge,exact,1906,1931,English,English:21,1906:1931,always; ever; continually,"always, ever, continually"
Greek-English,page_38,24,121,lx,exact,1933,1948,Greek,Greek:13,1933:1948,᾿αειδουλεία; ας,"᾿Αειδουλεία, ας"
Greek-English,page_38,24,122,ps,exact,3537,3541,English,English:2,3537:3541,s. f,s. f
Greek-English,page_38,24,123,ge,exact,1956,1975,English,English:18,1956:1975,perpetual servitude,perpetual servitude
Greek-English,page_38,25,124,lx,exact,1977,1991,Greek,Greek:12,1977:1991,᾿αείδουλος; ον,"᾿Αείδουλος, ον"
Greek-English,page_38,25,125,ps,exact,3543,3544,English,English:1,3543:3544,a,a
Greek-English,page_38,25,126,ge,exact,1996,2015,English,English:18,1996:2015,perpetually servile,perpetually servile
Greek-English,page_38,26,127,lx,exact,2017,2030,Greek,Greek:11,2017:2030,᾿αειθαλής; ές,"᾿Αειθαλής, ές"
Greek-English,page_38,26,128,ps,exact,3549,3550,English,English:1,3549:3550,a,a
Greek-English,page_38,26,129,ge,compact,2035,2100,English,English:52,2035:2100,evergreen; ever flourishing; never withering; ever prosperous,"evergreen, ever flourishing, never withering, ever prosperous"
Greek-English,page_38,27,130,lx,exact,2102,2117,Greek,Greek:13,2102:2117,᾿αεικινησία; ας,"᾿Αεικινησία, ας"
Greek-English,page_38,27,131,ps,exact,254,258,English,English:2,254:258,s. f,s. f
Greek-English,page_38,27,132,ge,exact,2125,2155,English,English:27,2125:2155,perpetual motion; restlessness,"perpetual motion, restlessness"
Greek-English,page_38,28,133,lx,exact,2157,2172,Greek,Greek:13,2157:2172,᾿αεικίνητος; ον,"᾿Αεικίνητος, ον"
Greek-English,page_38,28,134,ps,exact,3595,3596,English,English:1,3595:3596,a,a
Greek-English,page_38,28,135,ge,exact,2177,2214,English,English:32,2177:2214,perpetually moving; restless; fidgety,"perpetually moving, restless, fidgety"
Greek-English,page_38,29,136,lx,exact,2216,2227,Greek,Greek:11,2216:2227,᾿αεικινήτως,᾿Αεικινήτως
Greek-English,page_38,29,137,ps,exact,313,316,English,English:3,313:316,adv,adv
Greek-English,page_38,29,138,ge,compact,2234,2257,English,English:19,2234:2257,with perpetual motion,with perpetual motion
Greek-English,page_38,30,139,lx,exact,2259,2273,Greek,Greek:12,2259:2273,᾿αειλαμπὴς; ές,"᾿Αειλαμπὴς, ές"
Greek-English,page_38,30,140,ps,exact,3616,3617,English,English:1,3616:3617,a,a
Greek-English,page_38,30,141,ge,exact,2278,2290,English,English:11,2278:2290,ever shining,ever shining
Greek-English,page_38,31,142,lx,exact,2292,2307,Greek,Greek:13,2292:2307,᾿αείμνηστος; ον,"᾿Αείμνηστος, ον"
Greek-English,page_38,31,143,ps,exact,3619,3620,English,English:1,3619:3620,a,a
Greek-English,page_38,31,144,ge,exact,2312,2354,English,English:36,2312:2354,memorable; worthy of being ever remembered,"memorable, worthy of being ever remembered"
Greek-English,page_38,32,145,lx,exact,2356,2367,Greek,Greek:11,2356:2367,᾿αειμνήστως,᾿Αειμνήστως
Greek-English,page_38,32,146,ps,exact,313,316,English,English:3,313:316,adv,adv
Greek-English,page_38,32,147,ge,exact,2374,2383,English,English:9,2374:2383,memorably,memorably
Greek-English,page_38,33,148,lx,exact,2385,2401,Greek,Greek:14,2385:2401,᾿αειπάρθενος; ον,"᾿Αειπάρθενος, ον"
Greek-English,page_38,33,149,ps,exact,3623,3624,English,English:1,3623:3624,a,a
Greek-English,page_38,33,150,ge,compact,2406,2422,English,English:14,2406:2422,ever-virgin (mary),Ever-Virgin (Mary)
Greek-English,page_38,34,151,lx,exact,2425,2433,Greek,Greek:8,2425:2433,᾿αείποτε,᾿Αείποτε
Greek-English,page_38,34,152,ps,exact,313,316,English,English:3,313:316,adv,adv
Greek-English,page_38,34,153,ge,exact,1906,1918,English,English:10,1906:1918,always; ever,"always, ever"
Greek-English,page_38,35,154,lx,exact,2454,2471,Greek,Greek:15,2454:2471,᾿αειφρούρητος; ον,"᾿Αειφρούρητος, ον"
Greek-English,page_38,35,155,ps,exact,3656,3657,English,English:1,3656:3657,a,a
Greek-English,page_38,35,156,ge,exact,2476,2489,English,English:12,2476:2489,ever-defended,ever-defended
Greek-English,page_38,36,157,lx,exact,2491,2504,Greek,Greek:11,2491:2504,᾿αειφυγία; ας,"᾿Αειφυγία, ας"
Greek-English,page_38,36,158,ps,exact,254,258,English,English:2,254:258,s. f,s. f
Greek-English,page_38,36,159,ge,compact,2512,2534,English,English:19,2512:2534,perpetual banishment,perpetual banishment
Greek-English,page_38,37,160,lx,exact,2536,2548,Greek,Greek:10,2536:2548,᾿αενναος; ον,"᾿Αενναος, ον"
Greek-English,page_38,37,161,ps,exact,3659,3660,English,English:1,3659:3660,a,a
Greek-English,page_38,37,162,sn,structural,,,meta,,,1,1
Greek-English,page_38,37,163,ge,exact,2553,2573,English,English:18,2553:2573,continual; perennial,"continual, perennial"
Greek-English,page_38,37,164,sn,structural,,,meta,,,2,2
Greek-English,page_38,37,165,uv,exact,2575,2583,Greek,Greek:8,2575:2583,ἀείρροος,ἀείρροος
Greek-English,page_38,37,166,ge,exact,2585,2612,English,English:23,2585:2612,ever-flowing; never-failing,"ever-flowing, never-failing"
Greek-English,page_38,38,167,lx,exact,2614,2622,Greek,Greek:8,2614:2622,᾿αεννάως,᾿Αεννάως
Greek-English,page_38,38,168,ps,exact,313,316,English,English:3,313:316,adv,adv
Greek-English,page_38,38,169,ge,exact,2629,2653,English,English:22,2629:2653,perpetually; continually,"perpetually, continually"
Greek-English,page_38,39,170,lx,exact,2655,2667,Greek,Greek:10,2655:2667,᾿αεράκι; ίου,"᾿Αεράκι, ίου"
Greek-English,page_38,39,171,ps,exact,735,739,English,English:2,735:739,s. n,s. n
Greek-English,page_38,39,172,ue,exact,85,88,English,English:3,85:88,vul,vul
Greek-English,page_38,39,173,ge,exact,2680,2706,English,English:21,2680:2706,zephyr; light wind; breeze,"zephyr, light wind, breeze"
Greek-English,page_38,40,174,lx,exact,2708,2722,Greek,Greek:12,2708:2722,᾿αεραντλία; ας,"᾿Αεραντλία, ας"
Greek-English,page_38,40,175,ps,exact,254,258,English,English:2,254:258,s. f,s. f
Greek-English,page_38,40,176,ge,exact,2730,2738,English,English:7,2730:2738,air-pump,air-pump
Greek-English,page_38,41,177,lx,exact,2740,2749,Greek,Greek:7,2740:2749,᾿αέρας; α,"᾿Αέρας, α"
Greek-English,page_38,41,178,ps,exact,2751,2755,English,English:2,2751:2755,s. m,s. m
Greek-English,page_38,41,179,ue,exact,85,88,English,English:3,85:88,vul,vul
Greek-English,page_38,41,180,ge,exact,2694,2698,English,English:4,2694:2698,wind,wind
Greek-English,page_38,41,181,se,exact,2768,2792,Greek,English:2;Greek:17,2768:2792,εἰς τὸν ἀέρα; or ματαίως,"εἰς τὸν ἀέρα, or ματαίως"
Greek-English,page_38,41,182,ge,exact,2794,2812,English,English:15,2794:2812,foolishly; in vain,"foolishly, in vain"
Greek-English,page_38,41,183,se,exact,2814,2830,Greek,Greek:14,2814:2830,πρᾶγμα τοῦ ἀέρος,πρᾶγμα τοῦ ἀέρος
Greek-English,page_38,41,184,ge,exact,2832,2855,English,English:18,2832:2855,a trifle; vanity; folly,"a trifle, vanity, folly"
Greek-English,page_38,42,185,lx,exact,2857,2868,Greek,Greek:9,2857:2868,᾿αεργία; ας,"᾿Αεργία, ας"
Greek-English,page_38,42,186,ps,exact,254,258,English,English:2,254:258,s. f,s. f
Greek-English,page_38,42,187,ge,exact,2876,2914,English,English:32,2876:2914,idleness; indolence; inactivity; sloth,"idleness, indolence, inactivity, sloth"
Greek-English,page_38,43,188,lx,exact,2915,2926,Greek,Greek:8,2915:2926,'αεργος; ον,"'Αεργος, ον"
Greek-English,page_38,43,189,ps,exact,24,25,English,English:1,24:25,a,a
Greek-English,page_38,43,190,ge,compact,2931,2963,English,English:25,2931:2963,idle; without work; disengaged,"idle, without work, disengaged"
Greek-English,page_38,44,191,lx,exact,2965,2972,Greek,Greek:7,2965:2972,᾿αερίζω,᾿Αερίζω
Greek-English,page_38,44,192,ps,exact,79,83,English,English:2,79:83,v. a,v. a
Greek-English,page_38,44,193,ge,exact,2980,3000,English,English:16,2980:3000,to air; to ventilate,"to air, to ventilate"
Greek-English,page_38,45,194,lx,exact,3002,3017,Greek,Greek:11,3002:3017,᾿αερικὸς; ὴ; ὸν,"᾿Αερικὸς, ὴ, ὸν"
Greek-English,page_38,45,195,ps,exact,24,25,English,English:1,24:25,a,a
Greek-English,page_38,45,196,ge,exact,3022,3038,English,English:14,3022:3038,airy; ventilated,"airy, ventilated"
Greek-English,page_38,46,197,lx,exact,3040,3052,Greek,Greek:10,3040:3052,᾿αέριον; ίου,"᾿Αέριον, ίου"
Greek-English,page_38,46,198,ps,exact,735,739,English,English:2,735:739,s. n,s. n
Greek-English,page_38,46,199,ge,exact,3060,3063,English,English:3,3060:3063,gas,gas
Greek-English,page_38,47,200,lx,exact,3065,3081,Greek,Greek:12,3065:3081,᾿αέριος; ία; ιον,"᾿Αέριος, ία, ιον"
Greek-English,page_38,47,201,ps,exact,24,25,English,English:1,24:25,a,a
Greek-English,page_38,47,202,sn,structural,,,meta,,,1,1
Greek-English,page_38,47,203,ge,exact,3022,3026,English,English:4,3022:3026,airy,airy
Greek-English,page_38,47,204,sn,structural,,,meta,,,2,2
Greek-English,page_38,47,205,uv,exact,3092,3100,Greek,Greek:8,3092:3100,ἐναέριος,ἐναέριος
Greek-English,page_38,47,206,ge,exact,3102,3108,English,English:6,3102:3108,aerial,aerial
Greek-English,page_38,48,207,lx,exact,3110,3125,Greek,Greek:13,3110:3125,᾿αεριόφως; ωτος,"᾿Αεριόφως, ωτος"
Greek-English,page_38,48,208,ps,exact,735,739,English,English:2,735:739,s. n,s. n
Greek-English,page_38,48,209,ge,exact,3133,3147,English,English:11,3133:3147,gas; gas-light,"gas, gas-light"
Greek-English,page_38,49,210,lx,exact,3149,3163,Greek,Greek:12,3149:3163,᾿αέρισμα; ατος,"᾿Αέρισμα, ατος"
Greek-English,page_38,49,211,ps,exact,735,739,English,English:2,735:739,s. n,s. n
Greek-English,page_38,49,212,ge,compact,3171,3195,English,English:19,3171:3195,an airing; ventilation,"an airing, ventilation"
Greek-English,page_38,50,213,lx,exact,3197,3212,Greek,Greek:13,3197:3212,᾿αεριστῆρι; ίου,"᾿Αεριστῆρι, ίου"
Greek-English,page_38,50,214,ps,exact,2751,2755,English,English:2,2751:2755,s. m,s. m
Greek-English,page_38,50,215,ge,exact,3220,3239,English,English:15,3220:3239,a fan; a ventilator,"a fan, a ventilator"
Greek-English,page_38,51,216,lx,exact,3241,3254,Greek,Greek:11,3241:3254,᾿αεριώδης; ες,"᾿Αεριώδης, ες"
Greek-English,page_38,51,217,ps,exact,24,25,English,English:1,24:25,a,a
Greek-English,page_38,51,218,ge,exact,3259,3266,English,English:7,3259:3266,gaseous,gaseous
Greek-English,page_38,52,219,lx,exact,3268,3282,Greek,Greek:12,3268:3282,᾿αεροβάτης; ου,"᾿Αεροβάτης, ου"
Greek-English,page_38,52,220,ps,exact,2751,2755,English,English:2,2751:2755,s. m,s. m
Greek-English,page_38,52,221,sn,structural,,,meta,,,1,1
Greek-English,page_38,52,222,ge,exact,3290,3328,English,English:31,3290:3328,one who traverses the air; an aeronaut,"one who traverses the air, an aeronaut"
Greek-English,page_38,52,223,sn,structural,,,meta,,,2,2
Greek-English,page_38,52,224,ge,exact,3330,3341,English,English:10,3330:3341,a visionary,a visionary
Greek-English,page_38,53,225,lx,exact,3343,3362,Greek,Greek:15,3343:3362,᾿αεροβατικὸς; ὴ; ὸν,"᾿Αεροβατικὸς, ὴ, ὸν"
Greek-English,page_38,53,226,sn,structural,,,meta,,,1,1
Greek-English,page_38,53,227,ge,exact,3364,3382,English,English:16,3364:3382,traversing the air,traversing the air
Greek-English,page_38,53,228,sn,structural,,,meta,,,2,2
Greek-English,page_38,53,229,se,exact,3384,3401,Greek,Greek:16,3384:3401,μηχανὴ ἀεροβατική,μηχανὴ ἀεροβατική
Greek-English,page_38,53,230,ge,exact,3403,3414,English,English:10,3403:3414,air balloon,air balloon
Greek-English,page_38,54,231,lx,exact,3416,3429,Greek,Greek:11,3416:3429,᾿αεροβατῶ; έω,"᾿Αεροβατῶ, έω"
Greek-English,page_38,54,232,ps,exact,648,652,English,English:2,648:652,v. n,v. n
Greek-English,page_38,54,233,ge,exact,3437,3518,English,English:65,3437:3518,to travel through the air; to form vain speculations; to build castles in the air,"to travel through the air, to form vain speculations, to build castles in the air"
Greek-English,page_38,55,234,lx,exact,3520,3535,Greek,Greek:13,3520:3535,᾿αερογραφία; ας,"᾿Αερογραφία, ας"
Greek-English,page_38,55,235,ps,exact,254,258,English,English:2,254:258,s. f,s. f
Greek-English,page_38,55,236,ge,exact,3543,3553,English,English:10,3543:3553,aerography,aerography
Greek-English,page_38,56,237,lx,exact,3555,3569,Greek,Greek:12,3555:3569,᾿αεροδρομῶ; έω,"᾿Αεροδρομῶ, έω"
Greek-English,page_38,56,238,ps,exact,648,652,English,English:2,648:652,v. n,v. n
Greek-English,page_38,56,239,ge,exact,3577,3598,English,English:17,3577:3598,to go through the air,to go through the air
Greek-English,page_38,57,240,lx,exact,3600,3614,Greek,Greek:12,3600:3614,᾿αεροειδὴς; ἐς,"᾿Αεροειδὴς, ἐς"
Greek-English,page_38,57,241,ps,exact,24,25,English,English:1,24:25,a,a
Greek-English,page_38,57,242,ge,exact,3619,3632,English,English:11,3619:3632,aerial; light,"aerial, light"
Greek-English,page_38,58,243,lx,exact,3634,3648,Greek,Greek:12,3634:3648,᾿αερόλιθος; ου,"᾿Αερόλιθος, ου"
Greek-English,page_38,58,244,ps,exact,2751,2755,English,English:2,2751:2755,s. m,s. m
Greek-English,page_38,58,245,ge,exact,3656,3667,English,English:10,3656:3667,an aerolite,an aerolite
Iñupiatun Eskimo-English,page_42,0,0,lx,exact,0,12,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:11,0:12,aniqsaaqtit-,aniqsaaqtit-
Iñupiatun Eskimo-English,page_42,0,1,ps,exact,35,37,English-Latin,English-Latin:2,35:37,vt,vt
Iñupiatun Eskimo-English,page_42,0,2,de,exact,39,77,English-Latin,English-Latin:31,39:77,to resuscitate; to bring to life again,"to resuscitate, to bring to life again"
Iñupiatun Eskimo-English,page_42,1,3,lx,exact,79,89,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,79:89,aniqsaluk-,aniqsaluk-
Iñupiatun Eskimo-English,page_42,1,4,ps,exact,90,92,English-Latin,English-Latin:2,90:92,vi,vi
Iñupiatun Eskimo-English,page_42,1,5,de,exact,94,101,English-Latin,English-Latin:6,94:101,to pant,to pant
Iñupiatun Eskimo-English,page_42,1,6,cf,exact,108,121,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:12,108:121,aniġnitchiaq-,aniġnitchiaq-
Iñupiatun Eskimo-English,page_42,2,7,lx,exact,123,136,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:12,123:136,aniqsraaqtuq-,aniqsraaqtuq-
Iñupiatun Eskimo-English,page_42,2,8,ps,exact,137,139,English-Latin,English-Latin:2,137:139,vt,vt
Iñupiatun Eskimo-English,page_42,2,9,de,exact,141,152,English-Latin,English-Latin:10,141:152,to threaten,to threaten
Iñupiatun Eskimo-English,page_42,3,10,lx,exact,154,159,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:4,154:159,anit-,anit-
Iñupiatun Eskimo-English,page_42,3,11,ps,exact,160,162,English-Latin,English-Latin:2,160:162,vt,vt
Iñupiatun Eskimo-English,page_42,3,12,de,exact,164,200,English-Latin,English-Latin:27,164:200,to expel; to send away; to throw out,"to expel, to send away, to throw out"
Iñupiatun Eskimo-English,page_42,3,13,va,exact,211,221,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,211:221,anitqataq-,anitqataq-
Iñupiatun Eskimo-English,page_42,4,14,lx,exact,223,231,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,223:231,anitmuk-,anitmuk-
Iñupiatun Eskimo-English,page_42,4,15,ps,exact,232,234,English-Latin,English-Latin:2,232:234,vi,vi
Iñupiatun Eskimo-English,page_42,4,16,de,exact,236,270,English-Latin,English-Latin:28,236:270,to travel outward; to move outward,"to travel outward, to move outward"
Iñupiatun Eskimo-English,page_42,5,17,lx,exact,272,279,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,272:279,anitmun,anitmun
Iñupiatun Eskimo-English,page_42,5,18,ps,exact,280,287,English-Latin,English-Latin:6,280:287,pos.adv,pos.adv
Iñupiatun Eskimo-English,page_42,5,19,de,exact,289,323,English-Latin,English-Latin:28,289:323,outward; away from a central point,"outward, away from a central point"
Iñupiatun Eskimo-English,page_42,5,20,sy,exact,330,338,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,330:338,siḷatmun,siḷatmun
Iñupiatun Eskimo-English,page_42,6,21,lx,exact,340,350,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,340:350,anitqataq-,anitqataq-
Iñupiatun Eskimo-English,page_42,6,22,ps,exact,351,353,English-Latin,English-Latin:2,351:353,vt,vt
Iñupiatun Eskimo-English,page_42,6,23,de,compact,355,372,English-Latin,English-Latin:14,355:372,to eject (by force),to eject (by force)
Iñupiatun Eskimo-English,page_42,6,24,xv,exact,375,401,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:24,375:401,putum anitqataġaa imiqtuaq,Putum anitqataġaa imiqtuaq
Iñupiatun Eskimo-English,page_42,6,25,xe,exact,403,432,English-Latin,English-Latin:25,403:432,putu ejected the drunk person,Putu ejected the drunk person
Iñupiatun Eskimo-English,page_42,6,26,va,exact,443,448,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:4,443:448,anit-,anit-
Iñupiatun Eskimo-English,page_42,7,27,lx,exact,450,454,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:4,450:454,aniu,aniu
Iñupiatun Eskimo-English,page_42,7,28,ps,exact,455,456,English-Latin,English-Latin:1,455:456,n,n
Iñupiatun Eskimo-English,page_42,7,29,de,exact,458,480,English-Latin,English-Latin:18,458:480,snow; hard packed snow,"snow, hard packed snow"
